client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,grid,bandwidth_per_client_kbps
3,1,31,1763561012006,1763561012012,6,0,"4,0,0,0",5365.154494850172
3,1,32,1763561012058,1763561012065,6,53,"4,0,0,0",613.1251344324404
3,1,33,1763561012122,1763561012123,0,4,"4,0,0,0",565.5250417247134
3,1,34,1763561012185,1763561012189,4,8,"4,0,0,0",501.54916027180377
3,1,35,1763561012268,1763561012272,4,16,"4,0,0,0",451.6806089880682
3,1,36,1763561012313,1763561012323,9,31,"4,0,0,0",741.0210608256094
3,1,37,1763561012377,1763561012384,6,10,"4,0,0,0",624.5256139764164
3,1,38,1763561012440,1763561012442,2,2,"4,0,0,0",713.4534373039347
3,1,39,1763561012502,1763561012510,8,9,"4,0,0,0",613.3135642084702
3,1,40,1763561012567,1763561012568,1,9,"4,0,0,0",724.1491678319146
3,1,41,1763561012629,1763561012635,5,8,"4,0,0,0",663.8905058284452
3,1,42,1763561012695,1763561012701,6,0,"4,0,0,0",678.5207810625068
3,1,43,1763561012753,1763561012757,4,10,"4,0,0,0",805.1529215543765
3,1,44,1763561012816,1763561012826,10,13,"4,0,0,0",677.5603075340033
3,1,45,1763561012880,1763561012881,1,14,"4,0,0,0",855.5807479785958
3,1,46,1763561012942,1763561012948,6,12,"4,0,0,0",706.8677816948708
3,1,47,1763561013006,1763561013016,10,1,"4,0,0,0",700.9318994307428
3,1,48,1763561013071,1763561013073,1,11,"4,0,0,0",851.1131033732585
3,1,49,1763561013134,1763561013139,5,9,"4,0,0,0",739.6150716873301
3,1,50,1763561013199,1763561013206,6,0,"4,0,0,0",733.140893799049
3,1,51,1763561013260,1763561013261,1,11,"4,0,0,0",898.5855059816006
3,1,52,1763561013326,1763561013328,1,11,"4,0,0,0",742.2432978242277
3,1,53,1763561013389,1763561013390,0,4,"4,0,0,0",806.9482189947017
3,1,54,1763561013452,1763561013460,8,7,"4,0,0,0",719.0980416807145
3,1,55,1763561013516,1763561013528,12,1,"4,0,0,0",744.7025969003079
3,1,56,1763561013581,1763561013584,2,12,"4,0,0,0",909.7175347054811
3,1,57,1763561013644,1763561013650,6,10,"4,0,0,0",776.4742601994822
3,2,59,1763561013650,1763561013652,1,64,"4,3,0,0",26222.62226222622
3,2,60,1763561013706,1763561013707,0,52,"4,3,0,0",959.5706150590186
3,2,61,1763561013766,1763561013767,0,5,"4,3,0,0",885.2
3,2,62,1763561014015,1763561014019,4,192,"4,3,0,0",212.05249100578138
3,2,63,1763561014095,1763561014103,7,168,"4,3,0,0",640.2841897995481
3,2,64,1763561014130,1763561014140,10,46,"4,3,0,0",1462.6829367170715
3,2,65,1763561014191,1763561014196,5,18,"4,3,0,0",972.435517396553
3,2,66,1763561014252,1763561014263,11,10,"4,3,0,0",817.8032507947879
3,2,67,1763561014315,1763561014319,4,10,"4,3,0,0",984.4285714285714
3,2,68,1763561014378,1763561014385,6,10,"4,3,0,0",840.3509037741852
3,2,69,1763561014443,1763561014448,5,3,"4,3,0,0",885.7072562916167
3,2,70,1763561014505,1763561014509,3,2,"4,3,0,0",920.2849250391403
3,2,71,1763561014566,1763561014575,9,5,"4,3,0,0",855.6091397091911
3,2,72,1763561014630,1763561014631,0,10,"4,3,0,0",1014.4684255452893
3,2,73,1763561014694,1763561014695,1,8,"4,3,0,0",892.8484935603474
3,2,74,1763561014759,1763561014766,6,6,"4,3,0,0",809.6059720412691
3,2,75,1763561014822,1763561014833,10,3,"4,3,0,0",862.9060543420669
3,2,76,1763561014886,1763561014890,3,10,"4,3,0,0",1020.2212654870051
3,2,77,1763561014950,1763561014957,7,10,"4,3,0,0",872.955223880597
3,2,78,1763561015014,1763561015016,1,8,"4,3,0,0",997.0253985203263
3,2,79,1763561015077,1763561015084,7,9,"4,3,0,0",869.9923235971448
3,3,81,1763561015134,1763561015140,6,11,"4,3,2,0",1078.8359514366682
3,3,82,1763561015188,1763561015197,8,0,"4,3,2,0",1066.3934483750763
3,3,83,1763561015252,1763561015253,0,1,"4,3,2,0",1092.0078000557148
3,3,84,1763561015315,1763561015320,5,11,"4,3,2,0",918.1925099848959
3,3,85,1763561015440,1763561015444,4,56,"4,3,2,0",499.09717669127156
3,3,86,1763561015451,1763561015455,3,113,"4,3,2,0",5660.2538458740955
3,3,87,1763561015507,1763561015513,6,47,"4,3,2,0",1079.6813229820198
3,3,88,1763561015567,1763561015570,2,1,"4,3,2,0",1105.155767803601
3,3,89,1763561015632,1763561015637,5,10,"4,3,2,0",945.6589389097758
3,3,90,1763561015694,1763561015703,9,1,"4,3,2,0",965.5859986393797
3,3,91,1763561015758,1763561015760,2,9,"4,3,2,0",1124.5129291968792
3,3,92,1763561015820,1763561015827,7,10,"4,3,2,0",962.1262775814309
3,3,93,1763561015885,1763561015894,9,0,"4,3,2,0",967.6576779618769
3,3,94,1763561015951,1763561015960,9,0,"4,3,2,0",987.8653169881017
3,3,95,1763561016010,1763561016013,3,12,"4,3,2,0",1237.0690549726712
3,3,96,1763561016073,1763561016075,2,8,"4,3,2,0",1063.5027395647342
3,3,97,1763561016138,1763561016148,9,10,"4,3,2,0",908.317522072976
3,3,98,1763561016200,1763561016203,3,17,"4,3,2,0",1212.2027537831336
3,3,99,1763561016264,1763561016269,4,10,"4,3,2,0",1015.7575757575758
3,3,100,1763561016329,1763561016338,9,3,"4,3,2,0",976.875153071502
3,3,101,1763561016390,1763561016393,2,14,"4,3,2,0",1232.3827776252413
3,3,102,1763561016456,1763561016459,2,11,"4,3,2,0",1032.4629477556537
3,3,103,1763561016518,1763561016525,7,0,"4,3,2,0",1038.029150631799
3,3,104,1763561016582,1763561016588,5,3,"4,3,2,0",1093.3836636924557
3,3,105,1763561016647,1763561016650,2,0,"4,3,2,0",1116.879807358878
3,3,106,1763561016710,1763561016716,5,3,"4,3,2,0",1054.835825870873
3,3,107,1763561016774,1763561016782,7,0,"4,3,2,0",1060.342750824605
3,3,108,1763561016838,1763561016841,3,7,"4,3,2,0",1192.3926326297824
3,3,109,1763561016902,1763561016908,6,7,"4,3,2,0",1055.5255388822056
3,3,110,1763561016964,1763561016975,11,0,"4,3,2,0",1061.0022566894725
3,3,111,1763561017027,1763561017030,3,12,"4,3,2,0",1299.2425206643127
3,3,112,1763561017088,1763561017093,5,8,"4,3,2,0",1139.987492897299
3,3,113,1763561017152,1763561017153,1,3,"4,3,2,0",1203.2782130838505
3,3,114,1763561017217,1763561017221,4,8,"4,3,2,0",1067.052546749725
3,3,115,1763561017280,1763561017287,6,2,"4,3,2,0",1104.9730453728648
3,4,117,1763561017341,1763561017344,3,8,"4,3,2,1",1301.4668343850824
3,4,118,1763561017395,1763561017399,4,1,"4,3,2,1",1355.4465490220318
3,4,119,1763561017453,1763561017457,3,2,"4,3,2,1",1291.7642271656707
3,4,120,1763561017524,1763561017525,0,10,"4,3,2,1",1107.153676247842
3,4,121,1763561017582,1763561017591,8,2,"4,3,2,1",1146.306503959103
3,4,122,1763561017626,1763561017634,8,23,"4,3,2,1",1768.0287818638908
3,4,123,1763561017689,1763561017700,10,23,"4,3,2,1",1157.461560373093
3,4,124,1763561017751,1763561017761,10,4,"4,3,2,1",1258.3627186274075
3,4,125,1763561017819,1763561017828,9,6,"4,3,2,1",1151.1126367476083
