client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,grid,bandwidth_per_client_kbps
2,1,20,1763554877613,1763554877618,5,0,"2,0,0,0",2485.8034071822763
2,1,21,1763554877676,1763554877684,8,66,"2,0,0,0",242.41542731779447
2,1,22,1763554877737,1763554877739,2,11,"2,0,0,0",296.75686104629364
2,1,23,1763554877801,1763554877805,3,11,"2,0,0,0",251.5532748274055
2,1,24,1763554877865,1763554877871,6,0,"2,0,0,0",309.64881330060376
2,1,25,1763554877929,1763554877938,9,0,"2,0,0,0",309.71423966139184
2,1,26,1763554877992,1763554877993,1,12,"2,0,0,0",383.2851557095945
2,1,27,1763554878055,1763554878061,5,13,"2,0,0,0",358.11817370319665
2,1,28,1763554878119,1763554878124,4,4,"2,0,0,0",391.33836896846725
2,2,30,1763554878182,1763554878186,3,1,"2,2,0,0",417.442920164848
2,2,31,1763554878245,1763554878252,7,4,"2,2,0,0",429.92451487367407
2,2,32,1763554878307,1763554878308,0,10,"2,2,0,0",513.3630209934167
2,2,33,1763554878371,1763554878374,3,10,"2,2,0,0",440.1269014393773
2,2,34,1763554878435,1763554878440,4,0,"2,2,0,0",445.70778851620247
2,2,35,1763554878499,1763554878506,7,0,"2,2,0,0",466.75944111220315
2,2,36,1763554878563,1763554878572,9,0,"2,2,0,0",472.33447829474517
2,2,37,1763554878627,1763554878638,11,0,"2,2,0,0",477.25189220313814
2,3,39,1763554878689,1763554878690,0,13,"2,2,2,0",635.0744804827673
2,3,40,1763554878751,1763554878756,5,13,"2,2,2,0",505.9462932070286
2,3,41,1763554878813,1763554878815,2,6,"2,2,2,0",571.5940124849948
2,3,42,1763554878876,1763554878881,4,6,"2,2,2,0",517.6053774660875
2,3,43,1763554878939,1763554878948,9,1,"2,2,2,0",514.5638453862138
2,3,44,1763554879003,1763554879014,10,1,"2,2,2,0",528.5363224702221
2,3,45,1763554879067,1763554879069,2,10,"2,2,2,0",640.5969595644988
2,3,46,1763554879131,1763554879135,3,11,"2,2,2,0",539.3988430197851
2,3,47,1763554879195,1763554879201,6,0,"2,2,2,0",544.4466981717562
2,3,48,1763554879257,1763554879267,10,0,"2,2,2,0",550.7490648057767
2,4,50,1763554879321,1763554879325,4,8,"2,2,2,2",648.5505433629327
2,4,51,1763554879385,1763554879391,6,8,"2,2,2,2",575.1506437111459
2,4,52,1763554879449,1763554879459,10,2,"2,2,2,2",563.6462299320149
2,4,53,1763554879513,1763554879517,4,9,"2,2,2,2",667.1402070244885
2,4,54,1763554879577,1763554879584,6,8,"2,2,2,2",583.0882901709082
2,4,55,1763554879639,1763554879641,1,9,"2,2,2,2",691.7627740683693
2,4,56,1763554879703,1763554879706,3,8,"2,2,2,2",612.2587116107634
2,4,57,1763554879765,1763554879772,7,0,"2,2,2,2",608.6696942559147
2,4,58,1763554879829,1763554879838,9,0,"2,2,2,2",614.1818181818181
2,4,59,1763554879891,1763554879894,3,10,"2,2,2,2",730.4324844597382
2,4,60,1763554879955,1763554879960,4,10,"2,2,2,2",625.322911284812
2,4,61,1763554880019,1763554880026,6,0,"2,2,2,2",630.9253420163852
2,4,62,1763554880083,1763554880092,9,0,"2,2,2,2",636.0742914421903
2,4,63,1763554880144,1763554880147,2,11,"2,2,2,2",770.5147553502918
2,4,64,1763554880207,1763554880213,5,10,"2,2,2,2",648.014372020042
2,4,65,1763554880271,1763554880274,3,4,"2,2,2,2",706.7112322695181
2,4,66,1763554880334,1763554880340,5,4,"2,2,2,2",658.8058462200484
2,4,67,1763554880397,1763554880399,2,6,"2,2,2,2",742.7244408986276
2,4,68,1763554880460,1763554880465,5,6,"2,2,2,2",670.3090795529656
2,4,69,1763554880521,1763554880531,9,0,"2,2,2,2",675.5386930150595
2,4,70,1763554880585,1763554880586,0,10,"2,2,2,2",817.3016608939919
2,4,71,1763554880649,1763554880654,4,13,"2,2,2,2",666.4529468337603
2,4,72,1763554880713,1763554880721,8,1,"2,2,2,2",681.9114655395008
2,4,73,1763554880777,1763554880787,9,1,"2,2,2,2",697.8298123150537
2,4,74,1763554880839,1763554880840,0,12,"2,2,2,2",875.9195702665834
2,4,75,1763554880903,1763554880907,4,14,"2,2,2,2",698.3161435613349
2,4,76,1763554880967,1763554880973,6,1,"2,2,2,2",714.6266621206956
2,4,77,1763554881031,1763554881040,9,1,"2,2,2,2",709.3509009419108
2,4,78,1763554881095,1763554881097,1,9,"2,2,2,2",839.7680012904402
2,4,79,1763554881157,1763554881164,6,9,"2,2,2,2",720.7293307748021
2,4,80,1763554881221,1763554881230,9,0,"2,2,2,2",736.437864948029
2,4,81,1763554881284,1763554881286,2,10,"2,2,2,2",875.6051056712406
2,4,82,1763554881347,1763554881352,4,10,"2,2,2,2",748.0272009891269
2,4,83,1763554881411,1763554881418,6,0,"2,2,2,2",752.8947300699217
2,4,84,1763554881473,1763554881473,0,11,"2,2,2,2",911.940184411982
2,4,85,1763554881537,1763554881539,1,11,"2,2,2,2",764.7075757139589
2,4,86,1763554881601,1763554881602,1,3,"2,2,2,2",807.004622339615
2,4,87,1763554881665,1763554881677,11,12,"2,2,2,2",682.7642298102692
2,4,88,1763554881728,1763554881732,3,20,"2,2,2,2",937.7966070876594
2,4,89,1763554881789,1763554881798,8,11,"2,2,2,2",787.0195709452447
2,4,90,1763554881853,1763554881864,10,0,"2,2,2,2",792.6096633772579
2,4,91,1763554881917,1763554881919,2,10,"2,2,2,2",957.7694226475743
2,4,92,1763554881980,1763554881986,5,11,"2,2,2,2",791.7907384603902
2,4,93,1763554882041,1763554882042,0,10,"2,2,2,2",953.8026398491514
2,4,94,1763554882105,1763554882107,2,8,"2,2,2,2",827.4486998421535
2,4,95,1763554882169,1763554882173,4,1,"2,2,2,2",820.4500415133904
2,4,96,1763554882233,1763554882240,7,0,"2,2,2,2",813.7908593315033
2,4,97,1763554882297,1763554882307,10,0,"2,2,2,2",818.7399686155644
2,4,98,1763554882360,1763554882364,4,10,"2,2,2,2",969.393304631881
2,4,99,1763554882423,1763554882430,7,8,"2,2,2,2",842.7993715065812
2,4,100,1763554882487,1763554882496,9,0,"2,2,2,2",848.0989266986364
2,4,101,1763554882549,1763554882552,2,10,"2,2,2,2",1007.5134475158071
2,4,102,1763554882612,1763554882620,7,12,"2,2,2,2",834.2365209360603
2,4,103,1763554882673,1763554882674,0,13,"2,2,2,2",1057.3078796251202
2,4,104,1763554882737,1763554882740,2,11,"2,2,2,2",870.6561132592333
