client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,grid,bandwidth_per_client_kbps
8,1,28,1763561303567,1763561303572,5,0,"4,0,0,0",4922.732452370005
8,1,29,1763561303631,1763561303639,7,66,"4,0,0,0",437.0260140928949
8,1,30,1763561303695,1763561303706,11,0,"4,0,0,0",441.546307586913
8,1,31,1763561303758,1763561303761,3,11,"4,0,0,0",543.3924941730028
8,1,32,1763561303819,1763561303838,19,21,"4,0,0,0",441.5687639451312
8,1,33,1763561303995,1763561303995,0,80,"4,0,0,0",218.49751113857053
8,1,34,1763561304054,1763561304063,9,88,"4,0,0,0",548.9395619424649
8,1,35,1763561304118,1763561304119,1,12,"4,0,0,0",672.0060000535719
8,1,36,1763561304182,1763561304192,9,16,"4,0,0,0",519.682623180782
8,1,37,1763561304242,1763561304250,7,14,"4,0,0,0",692.1188381010179
8,1,38,1763561304303,1763561304308,5,0,"4,0,0,0",697.384119890482
8,1,39,1763561304366,1763561304375,9,9,"4,0,0,0",608.2297279145087
8,1,40,1763561304430,1763561304432,2,10,"4,0,0,0",739.3762039600417
8,1,41,1763561304492,1763561304499,7,9,"4,0,0,0",633.5616949506708
8,1,42,1763561304556,1763561304565,9,0,"4,0,0,0",647.7497242457667
8,1,43,1763561304620,1763561304620,0,11,"4,0,0,0",782.8392103244012
8,2,45,1763561304684,1763561304688,4,13,"4,3,0,0",655.136006305493
8,2,46,1763561304748,1763561304756,8,0,"4,3,0,0",660.1458003356025
8,2,47,1763561304812,1763561304813,0,10,"4,3,0,0",793.414644416062
8,2,48,1763561304873,1763561304882,9,12,"4,3,0,0",660.25827750267
8,2,49,1763561304937,1763561304940,3,11,"4,3,0,0",791.3308102795762
8,2,50,1763561304999,1763561305003,4,4,"4,3,0,0",733.8808761107742
8,2,51,1763561305060,1763561305070,10,4,"4,3,0,0",695.0375145334303
8,2,52,1763561305123,1763561305125,1,12,"4,3,0,0",852.7937978632883
8,2,53,1763561305184,1763561305191,7,11,"4,3,0,0",715.7499844698617
8,2,54,1763561305245,1763561305248,3,9,"4,3,0,0",834.6681309967211
8,2,55,1763561305309,1763561305314,4,8,"4,3,0,0",725.9448935219207
8,2,56,1763561305373,1763561305374,1,5,"4,3,0,0",804.1319931133447
8,2,57,1763561305436,1763561305447,11,13,"4,3,0,0",665.5333348858426
8,2,58,1763561305497,1763561305501,3,18,"4,3,0,0",905.9007620158699
8,2,59,1763561305559,1763561305569,9,13,"4,3,0,0",724.3806380832208
8,2,60,1763561305623,1763561305626,2,10,"4,3,0,0",870.0137189612886
8,2,61,1763561305685,1763561305693,8,10,"4,3,0,0",745.1751224222669
8,2,62,1763561305749,1763561305759,10,1,"4,3,0,0",761.596528390168
8,2,63,1763561305811,1763561305815,4,9,"4,3,0,0",903.5536801955676
8,2,64,1763561305873,1763561305881,8,9,"4,3,0,0",771.7622531045643
8,2,65,1763561305935,1763561305937,2,10,"4,3,0,0",915.5926834015789
8,2,66,1763561305997,1763561306004,7,11,"4,3,0,0",770.2675070634223
8,2,67,1763561306061,1763561306068,7,3,"4,3,0,0",811.6275363360511
8,3,69,1763561306117,1763561306127,10,5,"4,3,2,0",901.7025568013288
8,3,70,1763561306171,1763561306171,0,14,"4,3,2,0",1217.426876661894
8,3,71,1763561306235,1763561306238,2,22,"4,3,2,0",805.0365532208328
8,3,72,1763561306299,1763561306306,7,1,"4,3,2,0",798.5788402489383
8,3,73,1763561306363,1763561306383,20,9,"4,3,2,0",710.0084543368412
8,3,74,1763561306416,1763561306421,5,39,"4,3,2,0",1448.421052631579
8,3,75,1763561306470,1763561306476,5,16,"4,3,2,0",1007.4401623308145
8,3,76,1763561306533,1763561306544,11,13,"4,3,2,0",820.2196134485664
8,3,77,1763561306596,1763561306600,4,12,"4,3,2,0",1002.5821705232557
8,3,78,1763561306659,1763561306667,8,11,"4,3,2,0",843.4601687756157
8,3,79,1763561306722,1763561306723,1,11,"4,3,2,0",1015.732423793282
8,3,80,1763561306774,1763561306778,3,0,"4,3,2,0",1040.8878674598905
8,3,81,1763561306898,1763561306901,2,68,"4,3,2,0",468.4216217358819
8,3,82,1763561306959,1763561306968,8,56,"4,3,2,0",865.4354192102066
8,3,83,1763561307020,1763561307024,3,10,"4,3,2,0",1041.9962785847194
8,3,84,1763561307082,1763561307090,8,10,"4,3,2,0",881.7425828210357
8,3,85,1763561307146,1763561307146,0,10,"4,3,2,0",1055.2238832624648
8,3,86,1763561307210,1763561307213,3,11,"4,3,2,0",887.3950382533889
8,3,87,1763561307274,1763561307279,4,1,"4,3,2,0",906.4187489772789
8,3,88,1763561307338,1763561307340,2,4,"4,3,2,0",986.7460102786042
8,3,89,1763561307402,1763561307407,5,5,"4,3,2,0",903.8832951740155
8,3,90,1763561307466,1763561307469,2,5,"4,3,2,0",982.7302830543222
8,3,91,1763561307530,1763561307533,3,2,"4,3,2,0",957.7290496770382
8,3,92,1763561307594,1763561307599,5,1,"4,3,2,0",934.3214336039953
8,4,94,1763561307601,1763561307601,0,63,"4,3,2,1",31423.286507023942
8,4,95,1763561307658,1763561307668,10,65,"4,3,2,1",943.63334059695
8,4,96,1763561307722,1763561307723,0,12,"4,3,2,1",1156.2202840368802
8,4,97,1763561307784,1763561307789,5,11,"4,3,2,1",969.080630963005
8,4,98,1763561307848,1763561307855,6,0,"4,3,2,1",974.6341788607047
8,4,99,1763561307911,1763561307922,10,0,"4,3,2,1",971.6054407261511
8,4,100,1763561307975,1763561307977,2,11,"4,3,2,1",1182.9603098125488
8,4,101,1763561308039,1763561308042,3,10,"4,3,2,1",1002.4558882333386
8,4,102,1763561308102,1763561308110,8,2,"4,3,2,1",967.0753466333139
8,4,102,1763561308102,1763561308343,241,164,"4,3,2,1",284.0062357069767
8,4,102,1763561308102,1763561308552,450,23,"4,3,2,1",318.35086824486456
8,4,102,1763561308102,1763561308760,658,1,"4,3,2,1",321.6558565029493
8,4,102,1763561308102,1763561308962,860,5,"4,3,2,1",333.0306921703728
8,4,102,1763561308102,1763561309171,1069,7,"4,3,2,1",323.63466029604626
