client_id,snapshot_id,seq_num,server_timestamp_ms,recv_time_ms,latency_ms,jitter_ms,grid,bandwidth_per_client_kbps
1,1,17,1763559682500,1763559682505,4,0,"0,2,0,0",2184.113709012686
1,1,18,1763559682563,1763559682572,9,67,"0,2,0,0",166.630111887465
1,1,19,1763559682624,1763559682627,3,12,"0,2,0,0",208.8035295659391
1,2,21,1763559682686,1763559682695,9,13,"0,2,0,2",230.69774007976187
1,2,22,1763559682749,1763559682749,0,13,"0,2,0,2",296.7154649789092
1,2,23,1763559682811,1763559682815,4,12,"0,2,0,2",247.74440530742413
1,3,25,1763559682873,1763559682883,10,1,"0,2,2,2",303.22113601986945
1,3,26,1763559682935,1763559682940,5,10,"0,2,2,2",367.78255662880014
1,3,27,1763559682999,1763559683006,7,8,"0,2,2,2",323.3934494038645
1,3,28,1763559683063,1763559683072,9,0,"0,2,2,2",365.94084360269966
1,3,29,1763559683127,1763559683138,10,0,"0,2,2,2",371.9807276129872
1,3,30,1763559683189,1763559683193,3,10,"0,2,2,2",452.66112961643086
1,3,31,1763559683253,1763559683260,7,12,"0,2,2,2",401.42205134787423
1,3,32,1763559683318,1763559683326,8,0,"0,2,2,2",412.85320573003423
1,3,33,1763559683382,1763559683383,0,9,"0,2,2,2",485.0799981742791
1,3,34,1763559683445,1763559683447,1,7,"0,2,2,2",437.5218760938046
1,3,35,1763559683509,1763559683514,5,3,"0,2,2,2",431.50177901950957
1,3,36,1763559683573,1763559683581,8,0,"0,2,2,2",437.02927558815367
