Mean Latency (ms),Median Latency (ms),95th Latency (ms),Mean Jitter (ms),Median Jitter (ms),95th Jitter (ms),Mean Error,95th Error,Avg CPU% (clients),Max CPU% (clients),Avg Bandwidth (kbps),Total Packets Received,Avg Updates/sec,Min Updates/sec,Max Updates/sec
2.012435233160622,1.0,7.0,3.4629533678756474,1.0,16.0,0.049871365589887244,0.0952500731402982,2.6432642487046634,100.0,110.2890826421208,3860,18.92156862745098,4,21
